Timestamp for sample frequency every 30 min min,Temperature_Fahrenheit,Relative_Humidity
2021-07-14 06:13:00,79.16,39.9
2021-07-14 06:43:00,78.98,39.7
2021-07-14 07:13:00,78.98,39.5
2021-07-14 07:43:00,79.52,39
2021-07-14 08:13:00,80.06,38.4
2021-07-14 08:43:00,80.96,37.5
2021-07-14 09:13:00,81.86,36.5
2021-07-14 09:43:00,82.76,35.8
2021-07-14 10:13:00,83.84,35
2021-07-14 10:43:00,84.74,34.4
2021-07-14 11:13:00,85.64,33.9
2021-07-14 11:43:00,86,33.7
2021-07-14 12:13:00,86.36,33.6
2021-07-14 12:43:00,86.9,33.5
2021-07-14 13:13:00,87.08,33.4
2021-07-14 13:43:00,86.9,33.5
2021-07-14 14:13:00,86.9,33.6
2021-07-14 14:43:00,87.08,33.6
2021-07-14 15:13:00,87.26,33.7
2021-07-14 15:43:00,87.62,33.8
2021-07-14 16:13:00,87.8,33.8
2021-07-14 16:43:00,88.16,33.8
2021-07-14 17:13:00,88.7,33.7
2021-07-14 17:43:00,88.52,33.7
2021-07-14 18:13:00,88.16,33.9
2021-07-14 18:43:00,87.62,34.8
2021-07-14 19:13:00,86.9,35.5
2021-07-14 19:43:00,86.18,36.1
2021-07-14 20:13:00,85.46,36.6
2021-07-14 20:43:00,84.92,37.1
2021-07-14 21:13:00,84.38,37.5
2021-07-14 21:43:00,83.66,37.9
2021-07-14 22:13:00,83.12,38.3
2021-07-14 22:43:00,82.58,38.6
2021-07-14 23:13:00,82.22,38.8
2021-07-14 23:43:00,81.86,39
2021-07-15 00:13:00,81.5,39.2
2021-07-15 00:43:00,81.14,39.3
2021-07-15 01:13:00,80.78,39.4
2021-07-15 01:43:00,80.42,39.4
2021-07-15 02:13:00,80.24,39.5
2021-07-15 02:43:00,79.88,39.5
2021-07-15 03:13:00,79.7,39.5
2021-07-15 03:43:00,79.52,39.5
2021-07-15 04:13:00,79.16,39.5
2021-07-15 04:43:00,78.98,39.6
2021-07-15 05:13:00,78.62,39.6
2021-07-15 05:43:00,78.44,39.6
2021-07-15 06:13:00,78.26,39.6
2021-07-15 06:43:00,78.08,39.6
2021-07-15 07:13:00,77.9,39.4
2021-07-15 07:43:00,78.26,39
2021-07-15 08:13:00,78.8,38.5
2021-07-15 08:43:00,79.52,37.7
2021-07-15 09:13:00,80.42,36.8
2021-07-15 09:43:00,81.68,36
2021-07-15 10:13:00,82.58,35.2
2021-07-15 10:43:00,83.66,34.5
2021-07-15 11:13:00,84.92,33.8
2021-07-15 11:43:00,85.82,33.3
2021-07-15 12:13:00,86.9,32.7
2021-07-15 12:43:00,88.16,32.2
2021-07-15 13:13:00,89.06,31.8
2021-07-15 13:43:00,89.78,31.6
2021-07-15 14:13:00,90.5,31.4
2021-07-15 14:43:00,91.04,31.3
2021-07-15 15:13:00,91.22,31.3
2021-07-15 15:43:00,91.22,31.3
2021-07-15 16:13:00,91.22,31.5
2021-07-15 16:43:00,91.22,31.8
2021-07-15 17:13:00,90.86,32.3
2021-07-15 17:43:00,90.32,33.1
2021-07-15 18:13:00,89.78,34
2021-07-15 18:43:00,89.42,34.5
2021-07-15 19:13:00,88.88,35.1
2021-07-15 19:43:00,87.98,35.7
2021-07-15 20:13:00,87.08,36.4
2021-07-15 20:43:00,86.36,37
2021-07-15 21:13:00,85.82,37.5
2021-07-15 21:43:00,85.28,38
2021-07-15 22:13:00,84.56,38.4
2021-07-15 22:43:00,84.2,38.8
2021-07-15 23:13:00,83.66,39.1
2021-07-15 23:43:00,83.12,39.4
2021-07-16 00:13:00,82.76,39.6
2021-07-16 00:43:00,82.4,39.7
2021-07-16 01:13:00,81.86,39.9
2021-07-16 01:43:00,81.86,39.9
2021-07-16 02:13:00,81.68,39.9
2021-07-16 02:43:00,81.32,40
2021-07-16 03:13:00,80.96,40
2021-07-16 03:43:00,80.78,40.1
2021-07-16 04:13:00,80.24,40.2
2021-07-16 04:43:00,80.06,40.2
2021-07-16 05:13:00,79.7,40.3
2021-07-16 05:43:00,79.52,40.3
2021-07-16 06:13:00,79.34,40.2
2021-07-16 06:43:00,79.34,40.1
2021-07-16 07:13:00,79.16,40
2021-07-16 07:43:00,79.52,39.6
2021-07-16 08:13:00,79.88,39.1
2021-07-16 08:43:00,80.6,38.4
2021-07-16 09:13:00,81.32,37.8
2021-07-16 09:43:00,81.5,37.4
2021-07-16 10:13:00,82.22,36.9
2021-07-16 10:43:00,82.94,36.3
2021-07-16 11:13:00,83.84,35.7
2021-07-16 11:43:00,84.56,35.3
2021-07-16 12:13:00,85.64,34.6
2021-07-16 12:43:00,86.72,34
2021-07-16 13:13:00,87.62,33.5
2021-07-16 13:43:00,88.52,33.1
2021-07-16 14:13:00,89.24,32.9
2021-07-16 14:43:00,90.14,32.5
2021-07-16 15:13:00,90.86,32.4
2021-07-16 15:43:00,91.4,32.2
2021-07-16 16:13:00,91.76,32.1
2021-07-16 16:43:00,92.12,32
2021-07-16 17:13:00,91.94,32.2
2021-07-16 17:43:00,91.76,32.6
2021-07-16 18:13:00,91.22,33.2
2021-07-16 18:43:00,90.68,34.1
2021-07-16 19:13:00,89.96,34.8
2021-07-16 19:43:00,88.88,35.6
2021-07-16 20:13:00,87.98,36.4
2021-07-16 20:43:00,87.26,37.2
2021-07-16 21:13:00,86.36,37.7
2021-07-16 21:43:00,85.82,38.3
2021-07-16 22:13:00,85.28,38.7
2021-07-16 22:43:00,84.74,39.1
2021-07-16 23:13:00,84.2,39.5
2021-07-16 23:43:00,83.66,39.8
2021-07-17 00:13:00,83.3,40.1
2021-07-17 00:43:00,82.94,40.2
2021-07-17 01:13:00,82.58,40.3
2021-07-17 01:43:00,82.4,40.4
2021-07-17 02:13:00,82.04,40.5
2021-07-17 02:43:00,81.68,40.6
2021-07-17 03:13:00,81.32,40.8
2021-07-17 03:43:00,80.96,40.8
2021-07-17 04:13:00,80.78,40.8
2021-07-17 04:43:00,80.42,40.8
2021-07-17 05:13:00,80.24,40.9
2021-07-17 05:43:00,80.06,40.9
2021-07-17 06:13:00,79.88,40.8
2021-07-17 06:43:00,79.7,40.8
2021-07-17 07:13:00,79.52,40.8
2021-07-17 07:43:00,79.52,40.6
2021-07-17 08:13:00,80.06,40.1
2021-07-17 08:43:00,80.78,39.3
2021-07-17 09:13:00,81.68,38.4
2021-07-17 09:43:00,82.58,37.6
2021-07-17 10:13:00,83.3,37
2021-07-17 10:43:00,83.66,36.6
2021-07-17 11:13:00,84.02,36.4
2021-07-17 11:43:00,84.38,36.2
2021-07-17 12:13:00,85.28,35.7
2021-07-17 12:43:00,86.18,35.2
2021-07-17 13:13:00,86.9,34.7
2021-07-17 13:43:00,87.98,34.2
2021-07-17 14:13:00,88.88,33.8
2021-07-17 14:43:00,89.42,33.5
2021-07-17 15:13:00,90.14,33.3
2021-07-17 15:43:00,90.86,33.2
2021-07-17 16:13:00,91.22,33
2021-07-17 16:43:00,91.4,32.9
2021-07-17 17:13:00,91.04,33.2
2021-07-17 17:43:00,90.86,33.5
2021-07-17 18:13:00,90.86,33.8
2021-07-17 18:43:00,90.32,34.4
2021-07-17 19:13:00,89.6,35.4
2021-07-17 19:43:00,88.7,36.2
2021-07-17 20:13:00,87.8,36.9
2021-07-17 20:43:00,87.08,37.7
2021-07-17 21:13:00,86.18,38.3
2021-07-17 21:43:00,85.64,38.8
2021-07-17 22:13:00,85.28,39.2
2021-07-17 22:43:00,84.56,39.6
2021-07-17 23:13:00,84.02,40
2021-07-17 23:43:00,83.66,40.2
2021-07-18 00:13:00,83.3,40.5
2021-07-18 00:43:00,82.76,40.6
2021-07-18 01:13:00,82.58,40.8
2021-07-18 01:43:00,82.22,40.9
2021-07-18 02:13:00,81.86,41
2021-07-18 02:43:00,81.68,41
2021-07-18 03:13:00,81.32,41.1
2021-07-18 03:43:00,81.14,41.1
2021-07-18 04:13:00,80.96,41.1
2021-07-18 04:43:00,80.78,41.2
2021-07-18 05:13:00,80.42,41.2
2021-07-18 05:43:00,80.06,41.3
2021-07-18 06:13:00,79.7,41.4
2021-07-18 06:43:00,79.52,41.5
2021-07-18 07:13:00,79.52,41.3
2021-07-18 07:43:00,79.7,40.9
2021-07-18 08:13:00,80.24,40.4
2021-07-18 08:43:00,80.78,39.6
2021-07-18 09:13:00,81.68,38.9
2021-07-18 09:43:00,82.58,38.1
2021-07-18 10:13:00,83.66,37.2
2021-07-18 10:43:00,84.56,36.5
2021-07-18 11:13:00,85.46,35.9
2021-07-18 11:43:00,86.54,35.2
2021-07-18 12:13:00,87.62,34.7
2021-07-18 12:43:00,88.16,34.4
2021-07-18 13:13:00,88.52,34.4
2021-07-18 13:43:00,88.88,34.3
2021-07-18 14:13:00,89.24,34.1
2021-07-18 14:43:00,89.78,34.1
2021-07-18 15:13:00,90.14,34
2021-07-18 15:43:00,90.68,34
2021-07-18 16:13:00,91.04,33.8
2021-07-18 16:43:00,91.22,33.8
2021-07-18 17:13:00,91.22,33.8
2021-07-18 17:43:00,91.22,34.1
2021-07-18 18:13:00,90.86,34.5
2021-07-18 18:43:00,90.32,35.2
2021-07-18 19:13:00,89.42,36.1
2021-07-18 19:43:00,88.52,36.8
2021-07-18 20:13:00,87.62,37.6
2021-07-18 20:43:00,86.9,38.3
2021-07-18 21:13:00,86.18,38.9
2021-07-18 21:43:00,85.64,39.4
2021-07-18 22:13:00,85.1,39.9
2021-07-18 22:43:00,84.56,40.3
2021-07-18 23:13:00,84.02,40.6
2021-07-18 23:43:00,83.66,40.9
2021-07-19 00:13:00,83.12,41.2
2021-07-19 00:43:00,82.58,41.4
2021-07-19 01:13:00,82.22,41.6
2021-07-19 01:43:00,81.86,41.8
2021-07-19 02:13:00,81.32,42
2021-07-19 02:43:00,80.96,42.2
2021-07-19 03:13:00,80.6,42.4
2021-07-19 03:43:00,80.06,42.5
2021-07-19 04:13:00,79.88,42.5
2021-07-19 04:43:00,79.52,42.6
2021-07-19 05:13:00,79.34,42.6
2021-07-19 05:43:00,79.16,42.5
2021-07-19 06:13:00,78.98,42.5
2021-07-19 06:43:00,78.8,42.4
2021-07-19 07:13:00,78.8,42.2
2021-07-19 07:43:00,78.8,41.9
2021-07-19 08:13:00,79.16,41.5
2021-07-19 08:43:00,79.88,40.8
2021-07-19 09:13:00,80.42,40.1
2021-07-19 09:43:00,80.96,39.5
2021-07-19 10:13:00,81.86,38.8
2021-07-19 10:43:00,82.76,37.9
2021-07-19 11:13:00,83.84,37
2021-07-19 11:43:00,85.28,36.1
2021-07-19 12:13:00,86.18,35.6
2021-07-19 12:43:00,87.08,35
2021-07-19 13:13:00,88.16,34.4
2021-07-19 13:43:00,89.06,34.1
2021-07-19 14:13:00,89.42,34
2021-07-19 14:43:00,89.96,33.8
2021-07-19 15:13:00,90.32,33.7
2021-07-19 15:43:00,90.86,33.6
2021-07-19 16:13:00,91.04,33.6
2021-07-19 16:43:00,90.86,33.8
2021-07-19 17:13:00,90.68,34.1
2021-07-19 17:43:00,90.5,34.5
2021-07-19 18:13:00,90.14,35
2021-07-19 18:43:00,89.6,35.7
2021-07-19 19:13:00,88.88,36.4
2021-07-19 19:43:00,88.16,37.2
2021-07-19 20:13:00,87.26,38
2021-07-19 20:43:00,86.54,38.6
2021-07-19 21:13:00,85.82,39.2
2021-07-19 21:43:00,85.28,39.7
2021-07-19 22:13:00,84.74,40.2
2021-07-19 22:43:00,84.38,40.5
2021-07-19 23:13:00,83.84,40.8
2021-07-19 23:43:00,83.48,41
2021-07-20 00:13:00,83.12,41.3
2021-07-20 00:43:00,82.58,41.6
2021-07-20 01:13:00,82.22,41.8
2021-07-20 01:43:00,81.86,41.9
2021-07-20 02:13:00,81.68,42
2021-07-20 02:43:00,81.5,42
2021-07-20 03:13:00,80.96,42.1
2021-07-20 03:43:00,80.78,42.3
2021-07-20 04:13:00,80.24,42.5
2021-07-20 04:43:00,79.88,42.7
2021-07-20 05:13:00,79.52,42.8
2021-07-20 05:43:00,78.98,43
2021-07-20 06:13:00,78.8,43.1
2021-07-20 06:43:00,78.44,43.1
2021-07-20 07:13:00,78.26,43.1
2021-07-20 07:43:00,78.44,42.8
2021-07-20 08:13:00,78.8,42.3
2021-07-20 08:43:00,79.52,41.6
2021-07-20 09:13:00,80.24,40.6
2021-07-20 09:43:00,81.14,39.7
2021-07-20 10:13:00,82.22,38.8
2021-07-20 10:43:00,83.3,37.8
2021-07-20 11:13:00,84.38,37
2021-07-20 11:43:00,85.28,36.4
2021-07-20 12:13:00,86.36,35.8
2021-07-20 12:43:00,87.26,35.3
2021-07-20 13:13:00,88.16,34.9
2021-07-20 13:43:00,88.88,34.5
2021-07-20 14:13:00,89.42,34.4
2021-07-20 14:43:00,89.96,34.2
2021-07-20 15:13:00,90.32,34.1
2021-07-20 15:43:00,90.68,34
2021-07-20 16:13:00,90.32,34.2
2021-07-20 16:43:00,90.14,34.5
2021-07-20 17:13:00,90.32,34.7
2021-07-20 17:43:00,90.14,34.9
2021-07-20 18:13:00,89.96,35.4
2021-07-20 18:43:00,89.42,36
2021-07-20 19:13:00,88.88,36.7
2021-07-20 19:43:00,87.98,37.5
2021-07-20 20:13:00,87.08,38.3
2021-07-20 20:43:00,86.36,39
2021-07-20 21:13:00,85.64,39.6
2021-07-20 21:43:00,85.1,40.2
2021-07-20 22:13:00,84.56,40.7
2021-07-20 22:43:00,84.02,41.1
2021-07-20 23:13:00,83.48,41.4
2021-07-20 23:43:00,83.12,41.7
2021-07-21 00:13:00,82.58,41.9
2021-07-21 00:43:00,82.4,42.1
2021-07-21 01:13:00,82.04,42.2
2021-07-21 01:43:00,81.68,42.3
2021-07-21 02:13:00,81.32,42.4
2021-07-21 02:43:00,81.14,42.5
2021-07-21 03:13:00,80.78,42.7
2021-07-21 03:43:00,80.42,42.8
2021-07-21 04:13:00,80.06,42.9
2021-07-21 04:43:00,79.88,42.9
2021-07-21 05:13:00,79.7,43
2021-07-21 05:43:00,79.34,43
2021-07-21 06:13:00,79.16,43
2021-07-21 06:43:00,78.98,43
2021-07-21 07:13:00,78.98,42.9
2021-07-21 07:43:00,78.98,42.6
2021-07-21 08:13:00,79.16,42.3
2021-07-21 08:43:00,79.52,41.9
2021-07-21 09:13:00,80.06,41.3
2021-07-21 09:43:00,80.78,40.5
2021-07-21 10:13:00,81.68,39.7
2021-07-21 10:43:00,82.4,39
2021-07-21 11:13:00,83.12,38.4
2021-07-21 11:43:00,83.84,37.8
2021-07-21 12:13:00,84.56,37.4
2021-07-21 12:43:00,85.28,36.9
2021-07-21 13:13:00,85.82,36.5
2021-07-21 13:43:00,86,36.5
2021-07-21 14:13:00,86.36,36.4
2021-07-21 14:43:00,87.08,36.1
2021-07-21 15:13:00,87.44,35.9
2021-07-21 15:43:00,87.98,35.7
2021-07-21 16:13:00,88.16,35.7
2021-07-21 16:43:00,88.52,35.6
2021-07-21 17:13:00,88.52,35.6
2021-07-21 17:43:00,88.34,35.8
2021-07-21 18:13:00,88.16,36.2
2021-07-21 18:43:00,87.62,36.9
2021-07-21 19:13:00,87.08,37.6
2021-07-21 19:43:00,86.18,38.2
2021-07-21 20:13:00,85.46,38.9
2021-07-21 20:43:00,84.92,39.5
2021-07-21 21:13:00,84.38,40.1
2021-07-21 21:43:00,83.84,40.5
2021-07-21 22:13:00,83.48,40.9
2021-07-21 22:43:00,82.94,41.2
2021-07-21 23:13:00,82.58,41.6
2021-07-21 23:43:00,82.22,41.8
2021-07-22 00:13:00,81.86,42
2021-07-22 00:43:00,81.5,42.1
2021-07-22 01:13:00,81.14,42.4
2021-07-22 01:43:00,80.78,42.5
2021-07-22 02:13:00,80.42,42.7
2021-07-22 02:43:00,80.06,42.8
2021-07-22 03:13:00,79.88,42.9
2021-07-22 03:43:00,79.52,43
2021-07-22 04:13:00,79.34,43
2021-07-22 04:43:00,78.98,43.1
2021-07-22 05:13:00,78.8,43.1
2021-07-22 05:43:00,78.62,43.1
2021-07-22 06:13:00,78.44,43.1
2021-07-22 06:43:00,78.26,43.1
2021-07-22 07:13:00,78.08,43
2021-07-22 07:43:00,78.44,42.7
2021-07-22 08:13:00,78.98,42.1
2021-07-22 08:43:00,79.52,41.3
2021-07-22 09:13:00,80.42,40.5
2021-07-22 09:43:00,81.5,39.6
2021-07-22 10:13:00,82.4,38.7
2021-07-22 10:43:00,82.94,38.2
